year,state_code,state_name,district_name,dist_code,court_no,court_name
2010,"01","Maharashtra","Buldhana","04","09","DIST.JUDGE-I  ADDITIONAL SESSIONS JUDGE KHAMGAON."
2010,"01","Maharashtra","Buldhana","04","10","JT.CIVIL JUDGE JR.DN. J.M.F.C. KHAMGAON."
2010,"01","Maharashtra","Buldhana","04","11","CIVIL JUDGE SR.DN. KHAMGAON"
2010,"01","Maharashtra","Buldhana","04","12","CIVIL JUDGE JR DN NANDURA"
2010,"01","Maharashtra","Buldhana","04","13","CIVIL JUDGE JR.DN. SHEGAON"
2010,"01","Maharashtra","Buldhana","04","14","District Judge and Addl. Sessions Judge, Malkapur"
2010,"01","Maharashtra","Buldhana","04","15","Civil Judge Sr.Dn., Malkapur"
2010,"01","Maharashtra","Buldhana","04","16","CIVIL AND CRIMINAL COURT, MOTALA"
2010,"01","Maharashtra","Buldhana","04","18","Civil and Criminal Court, Sangrampur"
2010,"01","Maharashtra","Buldhana","04","19","Civil And Criminal Court, Sindkhed Raja"
2010,"01","Maharashtra","Buldhana","04","22","Civil and Criminal Court, Lonar"
2010,"01","Maharashtra","Akola","05","01","Principal District and Sessions Judge, Akola"
2010,"01","Maharashtra","Akola","05","02","Chief Judicial Magistrate"
2010,"01","Maharashtra","Akola","05","03","Civil Judge Sr.Dn. Akola"
2010,"01","Maharashtra","Akola","05","04","Civil Judge J.D. and J.M.F.C.,Akot"
2010,"01","Maharashtra","Akola","05","05","District Judge - 1, Akot"
2010,"01","Maharashtra","Akola","05","06","Civil Judge Jr.Dn. Balapur."
2010,"01","Maharashtra","Akola","05","07","Civil Judge Jr.Dn Barshitakli"
2010,"01","Maharashtra","Akola","05","08","Civil and Criminal Court Murtizapur"
2010,"01","Maharashtra","Akola","05","09","Civil and Criminal Court, Patur"
2010,"01","Maharashtra","Akola","05","10","Civil and Criminal Court Telhara"
2010,"01","Maharashtra","Amravati","07","01","DISTRICT  AND SESSIONS COURT AMRAVATI"
2010,"01","Maharashtra","Amravati","07","02","CHIEF JUDICIAL MAGISTRATE COURT"
2010,"01","Maharashtra","Amravati","07","03","CIVIL JUDGE SENIOR DIVISION"
2010,"01","Maharashtra","Amravati","07","04","CIVIL JUDGE JR.DN. ACHALPUR"
2010,"01","Maharashtra","Amravati","07","05","CIVIL JUDGE SENIOR DIVISION, ACHALPUR"
2010,"01","Maharashtra","Amravati","07","06","COURT OF DISTRICT JUDGE-1 ACHALPUR"
2010,"01","Maharashtra","Amravati","07","07","C.J.J.D  J.M.F.C. ANJANGAON SURJI"
2010,"01","Maharashtra","Amravati","07","08","CJJD and JMFC,Chandur Bazar"
2010,"01","Maharashtra","Amravati","07","09","C.J.J.D. J.M.F.C.COURT DHAMANGAON RLY."
2010,"01","Maharashtra","Amravati","07","10","IN THE COURT OF C.J.J.D.  J.M.F.C.MORSHI"
2010,"01","Maharashtra","Amravati","07","11","CIVIL JUDGE J.D.  J.M.F.C. WARUD"
2010,"01","Maharashtra","Amravati","07","12","Civil Judge Jr. Dn. Chandur Rly."
2010,"01","Maharashtra","Amravati","07","13","CIVIL  AND CRIMINAL COURT NANDGAON KHANDESHWAR"
2010,"01","Maharashtra","Amravati","07","14","Civil Court Bhatkuli"
2010,"01","Maharashtra","Amravati","07","15","CIVIL COURT, TIOSA"
2010,"01","Maharashtra","Amravati","07","16","CIVIL COURT DHARNI"
2010,"01","Maharashtra","Amravati","07","17","CIVIL JUDGE JUNIOR DIVISION DARYAPUR"
2010,"01","Maharashtra","Wardha","08","01","DISTRICT AND SESSIONS COURT WARDHA."
2010,"01","Maharashtra","Wardha","08","02","COURT OF CHIEF JUDICIAL MAGISTRATE, WARDHA."
2010,"01","Maharashtra","Wardha","08","03","CIVIL JUDGE SENIOR DIVISION WARDHA."
2010,"01","Maharashtra","Wardha","08","04","CIVIL JUDGE JR.DN. AND J.M.F.C. HINGANGHAT"
2010,"01","Maharashtra","Wardha","08","05","C.J.J.D.- J.M.F.C. KARANJA GH."
2010,"01","Maharashtra","Wardha","08","06","CIVIL JUDGE JR.DN.  J.M.F.C. PULGAON"
2010,"01","Maharashtra","Wardha","08","07","CIVIL JUDGE JUNIOR DIVISION  J.M.F.C.ARVI"
2010,"01","Maharashtra","Wardha","08","08","CIVIL AND CRIMINAL COURT ASHTI"
2010,"01","Maharashtra","Wardha","08","09","COURT OF CIVIL JUDGE JR.DN. J.M.F.C SELOO"
2010,"01","Maharashtra","Wardha","08","10","COURT OF CIVIL JUDGE, JR.DN. AND JMFC, SAMUDRAPUR"
2010,"01","Maharashtra","Nagpur","09","01","DISTRICT  AND  SESSIONS COURT NAGPUR"
2010,"01","Maharashtra","Nagpur","09","02","Chief Judicial Magistrate,Nagpur"
2010,"01","Maharashtra","Nagpur","09","03","Civil Judge Sr.Dn  Jr.Dn.Nagpur."
2010,"01","Maharashtra","Nagpur","09","04","RAILWAY COURTNAGPUR."
2010,"01","Maharashtra","Nagpur","09","05","SMALL CAUSES COURT NAGPUR."
2010,"01","Maharashtra","Nagpur","09","06","CIVIL JUDGE JR. DN.  JMFC UMRER"
2010,"01","Maharashtra","Nagpur","09","07","CIVIL JUDGE JR. DN. AND JMFC RAMTEK"
2010,"01","Maharashtra","Nagpur","09","08","Motor Vehicle Court, Nagpur."
2010,"01","Maharashtra","Nagpur","09","09","CIVIL JUDGE JR.DN.  J.M.F.C.SAONER."
2010,"01","Maharashtra","Nagpur","09","10","CIVIL JUDGE JR. DN. AND JMFC, KAMPTEE"
2010,"01","Maharashtra","Nagpur","09","11","Civil Judge Jr. Dn. And JMFC Katol"
2010,"01","Maharashtra","Nagpur","09","12","CIVIL AND CRIMINAL COURT, KUHI"
2010,"01","Maharashtra","Nagpur","09","13","Civil Judge Jr.Dn.  J.M.F.C.Narkhed"
2010,"01","Maharashtra","Nagpur","09","14","CIVIL JUDGE JR.DN. AND J.M.F.C., BHIWAPUR"
2010,"01","Maharashtra","Nagpur","09","15","CIVIL JUDGE JR. DN.  JMFC HINGNADISTT.NAGPUR"
2010,"01","Maharashtra","Nagpur","09","16","CIVIL JUDGE JR. DN.  JMFC MOUDA."
2010,"01","Maharashtra","Nagpur","09","17","CIVIL JUDGE JR. DN. AND JMFC KALMESHWAR"
2010,"01","Maharashtra","Nagpur","09","18","CIVIL JUDGE JR.DN.,PARSEONI"
2010,"01","Maharashtra","Bhandara","10","01","DISTRICT  SESSIONS COURT BHANDARA"
2010,"01","Maharashtra","Bhandara","10","02","CHIEF  JUDICIAL MAGISTRATE BHANDARA"
2010,"01","Maharashtra","Bhandara","10","03","CIVIL JUDGE SR. DN. BHANDARA"
2010,"01","Maharashtra","Bhandara","10","04","CIVIL JUDGE JR. DN.  JMFC MOHADI"
2010,"01","Maharashtra","Bhandara","10","05","Civil Judge Jr.Dn.  J.M.F.C. Pauni"
2010,"01","Maharashtra","Bhandara","10","06","CIVIL JUDGE JUNIOR DIVISION, SAKOLI"
2010,"01","Maharashtra","Bhandara","10","07","CIVIL JUDGE, JR. DN. & J.M.F.C., TUMSAR"
2010,"01","Maharashtra","Bhandara","10","08","CIVIL JUDGE JUNIOR DIVISION, LAKHANDUR"
2010,"01","Maharashtra","Bhandara","10","09","CIVIL JUDGE JUNIOR DIVISION, LAKHANI"
2010,"01","Maharashtra","Gondia","11","01","Civil Court Jr.Dn. & J.M.F.C.,Amgaon."
2010,"01","Maharashtra","Gondia","11","02","CIVIL JUDGE JR.DI. ARJUNI/MORGAON"
2010,"01","Maharashtra","Gondia","11","03","DISTRICT COURT, GONDIA"
2010,"01","Maharashtra","Gondia","11","04","Chief Judicial Magistrate, Gondia"
2010,"01","Maharashtra","Gondia","11","05","CIVIL COURT, GONDIA"
2010,"01","Maharashtra","Gondia","11","06","CIVIL JUDGE, JR. DN. AND  J.M.F.C., T I R O R A"
2010,"01","Maharashtra","Gondia","11","07","CIVIL JUDGE JR.DN. AND J.M.F.C. DEORI"
2010,"01","Maharashtra","Gondia","11","08","CIVIL JUDGE JR.DN. AND J.M.F.C. SADAK ARJUNI"
2010,"01","Maharashtra","Gadchiroli","12","01","DISTRICT AND SESSIONS COURT GADCHIROLI."
2010,"01","Maharashtra","Gadchiroli","12","02","CHIEF JUDICIAL MAGISTRATE, GADCHIROLI"
2010,"01","Maharashtra","Gadchiroli","12","03","CIVIL JUDGE SENIOR DIVISION, GADCHIROLI."
2010,"01","Maharashtra","Gadchiroli","12","04","Civil Judge Jr.Dn.  J.M.F.C. Aheri."
2010,"01","Maharashtra","Gadchiroli","12","05","Civil Judge Jr.Dn.  J.M.F.C. Armori"
2010,"01","Maharashtra","Gadchiroli","12","06","Civil Judge Jr.Dn.  J.M.F.C. Desaiganj"
2010,"01","Maharashtra","Gadchiroli","12","07","CIVIL JUDGE JR. DN. AND JMFC, SIRONCHA"
2010,"01","Maharashtra","Gadchiroli","12","08","CIVIL AND CRIMINAL COURT KURKHEDA"
2010,"01","Maharashtra","Gadchiroli","12","09","CJJD  JMFC DHANORA"
2010,"01","Maharashtra","Gadchiroli","12","10","CIVIL AND CRIMINAL COURT, CHAMORSHI"
2010,"01","Maharashtra","Gadchiroli","12","11","Gram Nyayalaya, Mulchera"
2010,"01","Maharashtra","Chandrapur","13","01","DISTRICT AND SESSIONS COURT CHANDRAPUR MAH."
2010,"01","Maharashtra","Chandrapur","13","02","Chief Judicial Magistrate, Chandrapur"
2010,"01","Maharashtra","Chandrapur","13","03","Civil Judge, Senior Division, Chandrapur"
2010,"01","Maharashtra","Chandrapur","13","04","Civil and Criminal Court, Bhadrawati"
2010,"01","Maharashtra","Chandrapur","13","05","CIVIL COURT BRAMHAPURI"
2010,"01","Maharashtra","Chandrapur","13","06","Civil and Criminal Court, Chimur"
2010,"01","Maharashtra","Chandrapur","13","07","Civil Judge and J.M.F.C, Mul"
2010,"01","Maharashtra","Chandrapur","13","08","CIVIL AND CRIMINAL COURT, NAGBHID"
2010,"01","Maharashtra","Chandrapur","13","09","Civil and Criminal Court Rajura"
2010,"01","Maharashtra","Chandrapur","13","10","CIVIL AND CRIMINAL COURT, SAOLI"
2010,"01","Maharashtra","Chandrapur","13","11","CIVIL AND CRIMINAL COURT SINDEWAHI."
2010,"01","Maharashtra","Chandrapur","13","12","Civil and Criminal Court, Warora"
2010,"01","Maharashtra","Chandrapur","13","13","District Judge-1 and ASJ Warora"
2010,"01","Maharashtra","Chandrapur","13","14","Civil Judge, Senior Division, Warora"
2010,"01","Maharashtra","Chandrapur","13","15","CIVIL AND CRIMINAL COURT, BALLARPUR"
2010,"01","Maharashtra","Chandrapur","13","16","CIVIL AND CRIMINAL COURT, GONDPIPARI"
2010,"01","Maharashtra","Chandrapur","13","17","CIVIL AND CRIMINAL COURT, POMBHURNA"
2010,"01","Maharashtra","Yavatmal","14","01","District and Sessions Court, Yavatmal"
2010,"01","Maharashtra","Yavatmal","14","02","Chief Judicial Magistrate, Yavatmal"
2010,"01","Maharashtra","Yavatmal","14","03","Civil Judge Sr.Dn. Yavatmal"
2010,"01","Maharashtra","Yavatmal","14","04","C.J.J.D. And J.M.F.C. Babhulgaon"
2010,"01","Maharashtra","Yavatmal","14","05","CIVIL AND CRIMINAL COURT,DARWHA"
2010,"01","Maharashtra","Yavatmal","14","06","Court of District Judge-1 and A.S.J. Darwha"
2010,"01","Maharashtra","Yavatmal","14","07","CIVIL AND CRIMINAL COURT,DIGRAS"
2010,"01","Maharashtra","Yavatmal","14","08","CIVIL AND CRIMINAL COURT, GHATANJI"
2010,"01","Maharashtra","Yavatmal","14","09","CIVIL AND CRIMINAL COURT, KALAMB"
2010,"01","Maharashtra","Yavatmal","14","10","Jt.C.J.J.D. and J.M.F.C., KELAPUR."
2010,"01","Maharashtra","Yavatmal","14","11","Civil Judge  Sr. Dn.  Kelapur"
2010,"01","Maharashtra","Yavatmal","14","12","DISTRICT JUDGE-1 And ADDL. SESSIONS JUDGE KELAPUR."
2010,"01","Maharashtra","Yavatmal","14","13","CIVIL AND CRIMINAL COURT, MAHAGAON"
2010,"01","Maharashtra","Yavatmal","14","14","CIVIL JUDGE Jr.Dn.JMFC MAREGAON"
2010,"01","Maharashtra","Yavatmal","14","15","Civil And Criminal Court, Ner,"
2010,"01","Maharashtra","Yavatmal","14","16","CJSD Pusad"
2010,"01","Maharashtra","Yavatmal","14","17","DISTRICT  SESSIONS COURT PUSAD"
2010,"01","Maharashtra","Yavatmal","14","18","CIVIL AND CRIMINAL COURT,UMARKHED"
2010,"01","Maharashtra","Yavatmal","14","19","CIVIL AND CRIMINAL COURT, WANI"
2010,"01","Maharashtra","Yavatmal","14","20","CIVIL AND CRIMINAL COURT, ARNI."
2010,"01","Maharashtra","Yavatmal","14","21","CIVIL AND CRIMINAL COURT, RALEGAON"
2010,"01","Maharashtra","Yavatmal","14","22","CIVIL AND CRIMINAL COURT, ZARI-JAMNI"
2010,"01","Maharashtra","Nanded","15","01","JUVENILE BOARD AT NANDED"
2010,"01","Maharashtra","Nanded","15","02","DISTRICT  AND SESSIONS COURT NANDED"
2010,"01","Maharashtra","Nanded","15","03","CIVIL COURTS NANDED,  MAHARASHTRA"
2010,"01","Maharashtra","Nanded","15","04","CRIMINAL COURTS NANDED MAHARASHTRA"
2010,"01","Maharashtra","Nanded","15","05","CIVIL JUDGE J.D.  J.M.F.C. LOHA"
2010,"01","Maharashtra","Nanded","15","06","Jt.CIVIL JUDGE JR. Dvn and J.M.F.C., KANDHAR"
2010,"01","Maharashtra","Nanded","15","07","Court of Civil Judge S.D., KANDHAR Dist. Nanded"
2010,"01","Maharashtra","Nanded","15","08","Addl. Sessions Court, Kandhar"
2010,"01","Maharashtra","Nanded","15","10","CIVIL JUDGE J.D.  J.M.F.C. HIMAYATNAGAR"
2010,"01","Maharashtra","Nanded","15","11","CIVIL JUDGE JD  JMFC NAIGAON Bz"
2010,"01","Maharashtra","Nanded","15","12","CIVIL JUDGE J.D.  J.M.F.C. DEGLOOR"
2010,"01","Maharashtra","Nanded","15","13","COURT OF CIVIL JUDGE JD  JMFC KINWAT"
2010,"01","Maharashtra","Nanded","15","14","CIVIL JUDGE J.D.  J.M.F.C. HADGAON"
2010,"01","Maharashtra","Nanded","15","15","COURT OF CIVIL JUDGE J.D.  J.M.F.C. MUKHED"
2010,"01","Maharashtra","Nanded","15","16","DIST. JUDGE-1  ADDL. SESSIONS JUDGE BILOLI"
2010,"01","Maharashtra","Nanded","15","17","COURT OF CIVIL JUDGE Sr. DIV. BILOLI"
2010,"01","Maharashtra","Nanded","15","18","CIVIL JUDGE J.D.  J.M.F.C. DHARMABAD"
2010,"01","Maharashtra","Nanded","15","19","CIVIL JUDGE SENIOR DIVISION AT BHOKAR"
2010,"01","Maharashtra","Nanded","15","20","COURT OF DISTRICT JUDGE-1 BHOKAR"
2010,"01","Maharashtra","Nanded","15","21","COURT OF CIVIL JUDGE JD  JMFC ARDHAPUR"
2010,"01","Maharashtra","Nanded","15","22","JT. CIVIL JUDGE J.D.  J.M.F.C. BHOKAR"
2010,"01","Maharashtra","Nanded","15","23","District Judge -1 Kandhar Camp at Mukhed"
2010,"01","Maharashtra","Nanded","15","24","Civil Judge S.D. Kandhar Camp at Mukhed"
2010,"01","Maharashtra","Nanded","15","25","Civil and Criminal Court, Mahur"
2010,"01","Maharashtra","Nanded","15","26","CIVIL AND CRIMINAL COURT, MUDKHED"
2010,"01","Maharashtra","Nanded","15","27","CIVIL AND CRIMINAL COURT, UMRI"
2010,"01","Maharashtra","Parbhani","17","01","DISTRICT  SESSIONS COURT PARBHANI."
2010,"01","Maharashtra","Parbhani","17","02","CHIEF JUDICIAL MAGISTRATE COURT PARBHANI."
2010,"01","Maharashtra","Parbhani","17","03","CIVIL JUDGE SENIOR DIVISION COURT PARBHANI."
2010,"01","Maharashtra","Parbhani","17","04","District Judge 1 and Addl.Sessions Court, Basmath"
2010,"01","Maharashtra","Parbhani","17","05","CIVIL JUDGE SENIOR DIVISION COURT BASMATH"
2010,"01","Maharashtra","Parbhani","17","06","JUDICIAL MAGISTRATE FIRST CLASS COURT BASMATH"
2010,"01","Maharashtra","Parbhani","17","07","District Judge 1 and Addl.Sessions Court Gangakhed"
2010,"01","Maharashtra","Parbhani","17","08","Civil Judge S.D. Court, Gangakhed"
2010,"01","Maharashtra","Parbhani","17","09","Judicial Magistrate F.C. Court, Gangakhed"
2010,"01","Maharashtra","Parbhani","17","10","District Judge 1 and Addl.Sessins Court, Hingoli"
2010,"01","Maharashtra","Parbhani","17","11","Civil Judge Senior Division Court,  Hingoli"
2010,"01","Maharashtra","Parbhani","17","12","Judicial Magistrate F.C. Court, Hingoli"
2010,"01","Maharashtra","Parbhani","17","13","Civil Judge J.D. and JMFC, Jintur"
2010,"01","Maharashtra","Parbhani","17","14","Civil Judge J.D. and J.M.F.C. Court, Kalamnuri"
2010,"01","Maharashtra","Parbhani","17","15","Civil Judge J.D. and JMFC Court, Pathri"
2010,"01","Maharashtra","Parbhani","17","16","Civil Judge J.D. and  J.M.F.C., Purna"
2010,"01","Maharashtra","Parbhani","17","17","Civil JudgeJ.D. and J.M.F.C.,Sailu"
2010,"01","Maharashtra","Parbhani","17","18","Civil Judge J.D. and J.M.F.C.Court, Aundha Nagnath"
2010,"01","Maharashtra","Parbhani","17","19","Civil Judge J.D. and J.M.F.C. Court, Manwat"
2010,"01","Maharashtra","Parbhani","17","20","Civil Court Junior Division, Palam"
2010,"01","Maharashtra","Parbhani","17","21","Civil Court Junior Division Sengaon"
2010,"01","Maharashtra","Parbhani","17","22","Civil Court Junior Division, Sonpeth"
2010,"01","Maharashtra","Jalna","18","01","District  and Sessions Court Jalna"
2010,"01","Maharashtra","Jalna","18","02","CHIEF JUDICIAL MAGISTRATE COURT JALNA"
2010,"01","Maharashtra","Jalna","18","03","CIVIL JUDGE SENIOR DIVISION JALNA."
2010,"01","Maharashtra","Jalna","18","04","CIVIL JUDGE J.D  J.M.F.C. COURT AMBAD"
2010,"01","Maharashtra","Jalna","18","05","CIVIL JUDGE J.D. AND J.M.F.C. BHOKARDAN"
2010,"01","Maharashtra","Jalna","18","06","C.J.J.D.  J.M.F.C. Jafrabad"
2010,"01","Maharashtra","Jalna","18","07","CIVIL JUDGE J.D.  J.M.F.C. COURT PARTUR."
2010,"01","Maharashtra","Jalna","18","08","CJJD AND JMFC COURT GHANSAVANGI"
2010,"01","Maharashtra","Jalna","18","09","Civil Judge Junior Division Mantha"
2010,"01","Maharashtra","Jalna","18","10","Civil Court J. D. and J.M.F.C, Badnapur"
2010,"01","Maharashtra","Aurangabad","19","01","CIVIL AND CRIMINAL COURT KANNAD DIST. AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","02","CIVIL AND CRIMINAL COURT GANGAPUR DIST. AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","03","CHIEF JUDICIAL MAGISTRATE,AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","04","DISTRICT AND SESSIONS COURT AURANGABAD."
2010,"01","Maharashtra","Aurangabad","19","05","CIVIL COURT SENIOR DIVISION AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","06","CIVIL AND CRIMINAL COURT PAITHAN."
2010,"01","Maharashtra","Aurangabad","19","07","CIVIL AND CRIMINAL COURT SILLOD DIST. AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","08","CIVIL  CRIMINAL COURT SOYGAON DIST. AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","09","JUDICIAL MAGISTRATE F.C. RAILWAYS AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","10","CIVIL AND CRIMINAL COURT VAIJAPUR DIST. AURANGABAD"
2010,"01","Maharashtra","Aurangabad","19","11","CIVIL  CRIMINAL COURT PHULAMBRI."
2010,"01","Maharashtra","Aurangabad","19","12","CIVIL AND CRIMINAL COURT,  KHULTABAD"
2010,"01","Maharashtra","Aurangabad","19","13","CIVIL JUDGE S.D. CORPORATION COURT,  AURANGABAD"
2010,"01","Maharashtra","Nashik","20","01","DISTRICT AND SESSIONS COURT NASHIK."
2010,"01","Maharashtra","Nashik","20","02","CIVIL JUDGE SENIOR DIVISION, NASHIK"
2010,"01","Maharashtra","Nashik","20","03","CHIEF JUDICIAL MAGISTRATE NASHIK."
2010,"01","Maharashtra","Nashik","20","04","Civil and Criminal Court, Peint"
2010,"01","Maharashtra","Nashik","20","05","CIVIL AND CRIMINAL COURT DINDORI"
2010,"01","Maharashtra","Nashik","20","06","CIVIL AND CRIMINAL COURT YEOLA"
2010,"01","Maharashtra","Nashik","20","07","DISTRICT COURT, NIPHAD"
2010,"01","Maharashtra","Nashik","20","08","CIVIL AND CRIMINAL COURT IGATPURI."
2010,"01","Maharashtra","Nashik","20","09","ADDITIONAL DISTRICT AND SESSIONS COURT, MALEGAON"
2010,"01","Maharashtra","Nashik","20","10","CIVIL JUDGE SENIOR DIVISION MALEGAON"
2010,"01","Maharashtra","Nashik","20","11","CIVIL AND CRIMINAL COURT KALWAN."
2010,"01","Maharashtra","Nashik","20","12","Civil  Criminal Court Manmad."
2010,"01","Maharashtra","Nashik","20","13","JUDICIAL MAGISTRATE F.C. MANMAD RLY MANMAD."
2010,"01","Maharashtra","Nashik","20","14","CIVIL AND CRIMINAL COURT SATANA."
2010,"01","Maharashtra","Nashik","20","15","JUDICIAL MAGISTRATE, F.C. M.V. COURT NASHIK"
2010,"01","Maharashtra","Nashik","20","16","CIVIL AND CRIMINAL COURT NIPHAD"
2010,"01","Maharashtra","Nashik","20","17","JUDICIAL MAGISTRATE F.C SURGANA DEPUTNDINDORI"
2010,"01","Maharashtra","Nashik","20","18","CIVIL AND CRIMINAL COURT CHANDWAD"
2010,"01","Maharashtra","Nashik","20","19","CIVIL AND CRIMINAL COURT SINNAR"
2010,"01","Maharashtra","Nashik","20","20","CIVIL AND CRIMINAL COURT NANDGAON."
2010,"01","Maharashtra","Nashik","20","21","CIVIL AND CRIMINAL COURT PIMPALGAONBNASHIK1"
2010,"01","Maharashtra","Nashik","20","22","CIVIL AND CRIMINAL COURT, NASHIKROAD"
2010,"01","Maharashtra","Thane","21","01","DISTRICT AND SESSIONS COURT, THANE"
2010,"01","Maharashtra","Thane","21","02","C.J.M. COURT THANE"
2010,"01","Maharashtra","Thane","21","03","CIVIL COURT S.D. THANE"
2010,"01","Maharashtra","Thane","21","04","J.M.F.C. Ist COURT THANE"
2010,"01","Maharashtra","Thane","21","05","J.M.F.C. IInd COURT, THANE"
2010,"01","Maharashtra","Thane","21","06","Civil  and Criminal Court, Bhiwandi"
2010,"01","Maharashtra","Thane","21","07","CIVIL COURT DAHANU"
2010,"01","Maharashtra","Thane","21","08","CIVIL COURT JAWHAR"
2010,"01","Maharashtra","Thane","21","09","CIVIL COURT J.D. KALYAN"
2010,"01","Maharashtra","Thane","21","10","CIVIL COURT S.D. KALYAN"
2010,"01","Maharashtra","Thane","21","12","JMFC RAILWAY COURT KALYAN"
2010,"01","Maharashtra","Thane","21","13","CIVIL COURT MURBAD"
2010,"01","Maharashtra","Thane","21","14","CIVIL COURT J.D. PALGHAR"
2010,"01","Maharashtra","Thane","21","15","CIVIL COURT S.D. PALGHAR"
2010,"01","Maharashtra","Thane","21","17","CIVIL COURT, SHAHAPUR"
